"Occurrences","Lexeme","Part of speech","Gloss"
1,"procurro","verb","løber frem"
1,"prodeo","verb","går frem"
14,"prodigium","noun","varsel"
2,"proditor","noun","forræder"
1,"prodo","verb","sætter frem"
10,"produco","verb","fører frem"
1,"proelior","verb","kæmper"
9,"proelium","noun","kamp"
2,"profecto","adverb","virkeligt"
2,"profectus","noun","fremskridt"
7,"profero","verb","bærer frem"
1,"professio","noun","erklæring"
8,"proficio","verb","kommer frem"
29,"proficiscor","verb","drager afsted"
2,"profiteor","verb","erklærer "
1,"profluvium","noun","fremflyden"
1,"profugio","verb","flygter bort"
4,"profundum","noun","dyb"
1,"profundus","adjective","dyb"
4,"progenies","noun","afkom"
2,"progredior","verb","skrider"
19,"prohibeo","verb","holder borte"
1,"prohibitio","noun","forhindring"
15,"proicio","verb","kaster hen"
1,"proles","noun","afkom"
1,"prolixe","adverb","langt"
2,"prolixus","adjective","lang"
21,"promissio","noun","løfte"
4,"promissum","noun","løfte"
5,"promitto","verb","lover frem"
6,"promptus","adjective","åbenlys"
1,"promptus","noun","åbenlys"
1,"pronuntio","verb","erklærer "
1,"prope","adjective","ved"
16,"prope","adverb","tæt på"
1,"propello","verb","støder"
1,"propero","verb","iler"
140,"propheta","noun","profet"
1,"prophetatio","noun","taler profetisk"
14,"prophetia","noun","profeti"
1,"prophetissa","noun","profetinde"
3,"prophetizo","verb","profeterer"
24,"propheto","verb","profeterer"
1,"propitiatio","noun","sonoffer"
1,"propitius","adjective","nådig"
7,"propono","verb","sætter frem"
3,"propositio","noun","fremstilling"
6,"propositum","noun","forsæt"
14,"proprius","adjective","egen"
195,"propter","preposition","på grund af"
28,"propterea","adverb","fordi"
1,"prora","noun","forstavn"
1,"proscribo","verb","bekendtgør skriftligt"
2,"proselytus","noun","proselyt"
1,"prosperus","adjective","heldig"
1,"prospicio","verb","ser frem"
2,"prosterno","verb","strækker"
2,"prostitutio","noun","prostitution"
10,"prosum","verb","gavner"
2,"protestor","verb","vidner"
5,"protinus","adverb","fremad"
2,"protraho","verb","fremtrækker"
11,"prout","relative_adverb","eftersom"
1,"proventus","noun","afgrøde"
4,"proverbium","noun","ordsprog"
1,"providentia","noun","forudseenhed"
4,"provideo","verb","forudser"
2,"provincia","noun","provins"
4,"provoco","verb"," kalder frem"
1,"provolvo","verb","ruller"
11,"proximum","noun","nærheden"
12,"proximus","adjective","nærmest"
14,"prudens","adjective","klog"
1,"prudenter","adverb","klogt"
6,"prudentia","noun","fornunft"
2,"pruna","noun","glødende kul"
1,"prurio","verb","klør"
3,"psallo","verb","spiller"
6,"psalmus","noun","salme"
1,"pseudoapostolus","noun","falsk apostel"
2,"pseudochristus","noun","falsk apostel"
8,"pseudopropheta","noun","falsk profet"
1,"Ptolemais","proper_noun","Ptolemais"
22,"publicanus","noun","offentlig"
3,"publice","adverb","offentligt"
1,"publicus","adjective","offenlig"
1,"Publius","proper_noun","Publius"
1,"Pudens","proper_noun","Pudens"
1,"pudicus","adjective","kysk"
18,"puella","noun","pige"
48,"puer","noun","dreng"
1,"pugillaris","noun","tavle"
2,"pugna","noun","kamp"
8,"pugno","verb","kæmper"
15,"pullus","noun","unge"
1,"pulmentarium","noun","sul"
9,"pulso","verb","slår"
7,"pulvis","noun","støv"
1,"pungo","verb","stikker"
3,"punio","verb","straffer"
3,"puppis","noun","bagstavnen"
1,"purgamentum","noun","fejeskarn"
1,"purgatio","noun","renselse"
3,"purgo","verb","renser"
3,"purificatio","noun","renselse"
4,"purifico","verb","renser"
6,"purpura","noun","purpurfarvet stof"
1,"purpuraria","noun","purpurhandler"
2,"purpureus","adjective","purpurfarvet"
1,"pusillianimis","adjective","ængstelig"
5,"pusillum","adverb","meget lille"
16,"pusillus","adjective","meget lille"
1,"Puteoli","proper_noun","Puteoli"
7,"puteus","noun","brønd"
31,"puto","verb","mener"
1,"pyra","noun","bål"
1,"Pyrrus","proper_noun","Pyrrhus"
1,"Pytho","noun","spådomsånd"
1,"quadrageni","adjective","40 til hver"
16,"quadraginta","cardinal_numeral","40"
2,"quadraginta duo","cardinal_numeral","42"
1,"quadrans","noun","øre"
1,"quadriduanus","adjective","fire dage"
4,"quadringenti","cardinal_numeral","400"
1,"quadrum","noun","firkant"
1,"quadrupedius","adjective","firbenet"
2,"quadrupes","noun","firføddet"
1,"quadruplus","adjective","fire gange så stor"
121,"quaero","verb","søger efter; leder efter"
8,"quaestio","noun","spørgsmål"
3,"quaestus","noun","fordel"
16,"qualis","interrogative_pronoun","hvordan"
6,"qualis","relative_pronoun","hvordan"
6,"qualiter","interrogative_adverb","hvorledes"
7,"quam","interrogative_adverb","end"
2,"quam","subjunction","end"
62,"quam I","adverb","end"
1,"quam II","adverb","hvor"
1,"quam III","adverb","hvor"
2,"quamdiu","interrogative_adverb","hvor længe"
6,"quamdiu","relative_adverb","hvor længe"
2,"quamquam","subjunction","selvom; skøndt"
1,"quamvis","subjunction","enhver"
11,"quando","interrogative_adverb","hvornår"
25,"quando","relative_adverb","når"
1,"quandrans","noun","øre"
10,"quanto","interrogative_adverb","hvor stor"
2,"quanto","relative_adverb","hvor meget"
3,"quantum","interrogative_adverb","hvor meget"
2,"quantum","relative_adverb","hvor meget"
1,"quantus","adjective","hvor stor"
17,"quantus","interrogative_pronoun","hvor stor"
8,"quantus","relative_pronoun","hvilken størrelse"
2,"quapropter","relative_adverb","hvorfor"
33,"quare","interrogative_adverb","hvorfor"
1,"quartanus","adjective","hører til den fjerde"
9,"quartus","ordinal_numeral","4.; fjerde"
2,"quartusdecimus","ordinal_numeral","14.; fjortende"
56,"quasi","adverb","som om"
7,"quasi","subjunction","hvis"
1,"quasso","verb","ryster"
1,"quaternio","noun","hold af 4"
36,"quattuor","cardinal_numeral","4; fire"
5,"quattuordecim","cardinal_numeral","14"
343,"que","conjunction","og"
5,"quemadmodum","adverb","hvordan"
6,"quemadmodum","interrogative_adverb","hvorledes"
16,"quemadmodum","relative_adverb","hvordan; hvorledes"
6,"querela","noun","klage"
1,"queror","verb","klager"
3,"qui","indefinite_pronoun","han"
73,"qui","interrogative_pronoun","hvem"
3101,"qui","relative_pronoun","som; der"
39,"quia","adverb","fordi"
723,"quia","subjunction","fordi"
1,"quicumque","indefinite_pronoun","hvem som helst"
109,"quicumque","relative_pronoun","hvilken som helst"
191,"quidam","indefinite_pronoun","en vis"
117,"quidem","adverb","virkelig"
1,"quies","noun","hvile"
1,"quiesco","verb","hviler"
1,"quilibet","indefinite_pronoun","enhver som helst"
3,"quindecim","cardinal_numeral","15"
2,"quingenti","cardinal_numeral","500"
2,"quinquageni","adjective","50 til hver"
5,"quinquaginta","cardinal_numeral","50"
43,"quinque","cardinal_numeral","5; fem"
1,"quinquiens","adverb","5 gange"
4,"quintus","ordinal_numeral","den femte"
1,"quintusdecimus","ordinal_numeral","14"
6,"quippe","adverb","naturligvis"
1,"quippini","adverb","hvorfor ikke; naturligvis "
148,"quis","indefinite_pronoun","en vis"
450,"quis","interrogative_pronoun","hvem"
3,"quis","relative_pronoun","som"
8,"quisnam","interrogative_pronoun","hvem"
1,"quispiam","indefinite_pronoun","en; nogen; en eller anden"
43,"quisquam","indefinite_pronoun","nogen; nogen som helst"
5,"quisque","indefinite_pronoun","enhver især"
4,"quisquis","relative_pronoun","hvem som helst"
9,"quo","interrogative_adverb","hvor"
11,"quo","relative_adverb","hvor"
5,"quoadusque","subjunction","indtil"
7,"quocumque","relative_adverb","hvorhen end"
160,"quod","subjunction","fordi"
22,"quod I","adverb","fordi"
2,"quod II","adverb","fordi"
2,"quominus","adverb","desto mindre;"
2,"quominus","subjunction","desto mindre"
97,"quomodo","interrogative_adverb","hvordan"
3,"quomodo","relative_adverb","hvordan"
15,"quoniam","adverb","da; eftersom"
224,"quoniam","subjunction","eftersom"
15,"quoque","adverb","også"
8,"quot","interrogative_adverb","hvor mange"
3,"quotiens","interrogative_adverb","hvor ofte"
3,"quotienscumque","relative_adverb","hver gang; hvor ofte"
10,"quotquot","relative_adverb","hvor mange end"
2,"quousque","interrogative_adverb","hvor længe"
15,"rabbi","noun","rabbi"
2,"rabboni","noun","Rabbuni"
1,"racha","foreign_word","Raka"
1,"Rachab","proper_noun","Rahab"
1,"Rachel","proper_noun","Rakel"
2,"radico","verb","slår rod"
15,"radix","noun","rod"
1,"rado","verb","skraber"
1,"raeda","noun","rejsevogn"
1,"Ragau","proper_noun","Re'u"
1,"Rama","proper_noun","Rama"
11,"ramus","noun","gren"
1,"rana","noun","frø"
4,"rapax","adjective","voldsom"
4,"rapina","noun","røveri"
14,"rapio","verb","river"
1,"raptor","noun","røver"
17,"ratio","noun","årsag"
1,"rationabilis","adjective","fornunftig"
1,"Rebecca","proper_noun","Rebecca"
10,"recedo","verb","går tilbage"
49,"recipio","verb","tager tilbage"
3,"reclino","verb","læner"
4,"reconciliatio","noun","genoprettelse"
11,"reconcilio","verb","forbinder"
1,"recondo","verb","lægger igen"
16,"recordor","verb","erindrer noget"
7,"recte","adverb","lige"
1,"rector","noun","styrer"
9,"rectus","adjective","lige"
1,"recubitus","noun","nedfald"
18,"recumbo","verb","lægger mig ned igen"
1,"recuso","verb","afslår"
2,"redaedifico","verb","genopbygger"
2,"redarguo","verb","gendriver"
1,"redargutio","noun","dårligt ry"
51,"reddo","verb","giver tilbage"
12,"redemptio","noun","løskøbelse"
1,"redemptor","noun","entreprenør"
11,"redeo","verb","går tilbage"
6,"redigo","verb","driver tilbage"
2,"redimo","verb","køber tilbage "
2,"reduco","verb","fører tilbage"
1,"reemo","verb","køber tilbage"
1,"refectio","noun","istandsættelse"
6,"refero","verb","bringer tilbage"
6,"reficio","verb","gør igen"
1,"refloresco","verb","begynder igen at blomstre"
1,"reformo","verb","omdanner"
1,"refrigerium","noun","trøst"
2,"refrigero","verb","afkøler"
1,"refrigesco","verb","bliver klod"
2,"refulgeo","verb","stråler tilbage"
2,"regeneratio","noun","genfødsel"
4,"regina","noun","droning"
38,"regio","noun","region; egn"
1,"Regium","proper_noun","Regium"
1,"regius","adjective","kongelig"
21,"regno","verb","regerer"
158,"regnum","noun","kongerrige"
9,"rego","verb","retter"
8,"regredior","verb","går tilbage"
5,"regula","noun","rettesnor; målestok"
2,"regulus","noun","fyrste"
1,"reicio","verb","kaster tilbage"
1,"reinvito","verb","inviterer igen"
2,"religio","noun","betænklighed"
3,"religiosus","adjective","forpligtende"
66,"relinquo","verb","efterlader"
5,"reliquiae","noun","rester"
8,"reliquus","adjective","tilovers"
7,"remaneo","verb","bliver tilbage"
2,"remetior","verb","måler tilbage"
2,"remigo","verb","ror"
1,"reminisco","verb","husker"
1,"reminiscor","verb","genkalder"
4,"remisse","adverb","tålligt"
17,"remissio","noun","tilbagesendelse"
21,"remitto","verb","sender tilbage"
1,"Rempham","proper_noun","Raifan"
1,"remuneratio","noun","gengældelse"
1,"renes","noun","nyrer"
1,"reno","verb","dyreskind"
1,"renovatio","noun","fornyelse"
2,"renovo","verb","fornyer"
5,"renuntio","verb","bydreng"
5,"repello","verb","støder tilbage"
2,"repente","adverb","hurtigt"
2,"repentinus","adjective","pludselig"
2,"repeto","verb","støder tilbage"
23,"repleo","verb","fylder igen"
1,"repletus","adjective","opfyldt"
2,"repono","verb","lægger tilbage"
1,"reprehensibilis","adjective","kritisabel"
1,"reprehensio","noun","dadel"
1,"repr(eh)endo","verb","griber tilbage"
8,"reprobo","verb","vrager"
6,"reprobus","adjective","forkastelig"
7,"repromissio","noun","genløfte"
2,"repromitto","verb","lover til gengæld"
1,"reptile","noun","kryb"
3,"repudium","noun","ophævelse"
2,"repugno","verb","kæmper igen"
15,"reputo","verb","overvejer"
1,"requaero","verb","eftersøger"
9,"requies","noun","hvile"
11,"requiesco","verb","hviler"
1,"requietio","noun","bolig"
7,"requiro","verb","opsøger"
8,"res","noun","sag"
1,"Resa","proper_noun","Resa"
1,"rescindo","verb","sønderriver"
1,"rescio","verb","forstår"
1,"reservo","verb","opbevarer"
3,"resideo","verb","bliver tilbage"
1,"residuus","adjective","tilbageblivende"
10,"resisto","verb","står imod"
1,"resolutio","noun","opløsning"
19,"respicio","verb","ser tilbage"
1,"resplendeo","verb","stråler"
247,"respondeo","verb","svarer"
9,"responsum","noun","svar"
7,"restituo","verb","stiller hen igen"
1,"restitutio","noun","genindsættelse"
2,"resto","verb","står tilbage"
52,"resurgo","verb","rejser mig igen"
37,"resurrectio","noun","genopstandelse"
7,"resuscito","verb","vækker på ny"
15,"rete","noun","net; garn"
4,"retineo","verb","holder tilbage"
6,"retribuo","verb","giver tilbage"
3,"retributio","noun","tilbagebetaling"
10,"retro","adverb","tilbage"
1,"retro","preposition","tilbage"
2,"retrorsus","adverb","tilbage"
9,"reus","noun","anklaget"
12,"revelatio","noun","åbenbaring"
24,"revelo","verb","blotter"
1,"reverentia","noun","ærefrygt"
2,"revereor","verb","frygter "
40,"revertor","verb","vender om"
1,"revinco","verb","overvinder igen"
4,"revivo","verb","lever igen"
1,"revoco","verb","kalder tilbage"
5,"revolvo","verb","ruller tilbage"
102,"rex","noun","konge"
1,"Rhode","proper_noun","Rhode"
1,"Rhodos","proper_noun","Rhodos"
2,"rideo","verb","ler"
5,"rigo","verb","vander"
1,"rixa","noun","strid"
2,"Roboam","proper_noun","Rehabeam"
83,"rogo","verb","sprøger"
7,"Roma","proper_noun","Rom"
6,"Romanus","adjective","romersk"
6,"Romanus","noun","romer"
1,"romphea","noun","sværd"
1,"Ruben","proper_noun","Ruben"
1,"ruber","adjective","rød"
1,"rubicundus","adjective","rød"
1,"rubor","noun","rødme"
5,"rubus","noun","brombærbusk"
2,"rudis","adjective","rå"
2,"rufus","adjective","rød"
2,"Rufus","proper_noun","Rufus"
1,"ruga","noun","rynke"
1,"rugio","verb","råber"
3,"ruina","noun","fald"
1,"rumor","noun","rygte"
5,"rumpo","verb","bryder"
17,"rursus","adverb","igen"
1,"ruta","noun","urt; bitterhed"
1,"Ruth","proper_noun","Ruth"
1,"rutilo","verb","farver rød"
2,"sabacthani","foreign_word","sabaktáni"
1,"Sabaoth","proper_noun","Sodoma"
68,"sabbatum","noun","sabbat"
4,"sacculus","noun","lille sæk"
2,"saccus","noun","sæk"
100,"sacerdos","noun","præst"
1,"sacerdotalis","adjective","præstelig"
2,"sacerdotium","noun","præsteskab"
6,"sacramentum","noun","ed"
2,"sacrarium","noun","tempel"
5,"sacrificium","noun","ofring"
2,"sacrifico","verb","ofrer"
1,"sacrilegium","noun","tempelrov"
1,"sacrilegus","adjective","gudsforagter"
2,"Saddoc","proper_noun","Sadok"
14,"Sadducaei","noun"," saddukæer"
3,"saecularis","adjective","sekulær"
77,"saeculum","noun","århundrede"
5,"saepe","adverb","ofte"
1,"saepelio","verb","begraver"
3,"saepes","noun","gærde"
2,"saevus","adjective","vild"
1,"Saffira","proper_noun","Safira"
1,"sagena","noun","net"
3,"sagino","verb","mæsker"
7,"sal","noun","salt"
1,"Salamina","proper_noun","Salamis"
3,"Salathihel","proper_noun","Shealtiel"
1,"Sale","proper_noun","Shela"
1,"Salim","proper_noun","Salem"
3,"sal(l)io","verb","hopper"
1,"salio","verb","hopper"
3,"Salmon","proper_noun","Salmon"
1,"Salmone","proper_noun","Salmone"
2,"Salome","proper_noun"," Salome"
12,"Salomon","proper_noun","Salomo"
1,"saltem","adverb","så dog"
4,"salto","verb","danser"
32,"salus","noun","frelse"
3,"salutare","noun","frelser"
1,"salutaris","adjective","gavnlig"
8,"salutatio","noun","hilsen"
49,"saluto","verb","hilser"
9,"salvator","noun","frelser"
2,"salvifico","verb","frelser"
15,"salvo","verb","frelser"
78,"salvus","adjective","rask"
11,"Samaria","proper_noun","Samaria"
9,"Samaritani","noun","samaritanere"
2,"Samaritanus","adjective","samaritansk"
1,"Samothracia","proper_noun","Samothrake"
2,"Samuhel","proper_noun","Samuel"
1,"Samus","proper_noun","Samos"
1,"sancte","adverb","helligt"
9,"sanctificatio","noun","hellighed"
20,"sanctifico","verb","ofrer"
3,"sanctitas","noun","hellighed"
2,"sanctor","noun","forordner"
185,"sanctus","adjective","hellig"
10,"sanctus","noun","hellig"
1,"sandalium","noun","sandal"
71,"sanguis","noun","blod"
7,"sanitas","noun","renhed"
24,"sano","verb","helbreder"
18,"sanus","adjective","sund"
9,"sapiens","adjective","klog"
7,"sapiens","noun","klog"
1,"sapienter","adverb","klogt"
44,"sapientia","noun","viden"
26,"sapio","verb","ved"
1,"sapphyrus","noun","safir"
1,"sarcina","noun","pakke"
2,"sardinus","adjective","af sarder"
1,"sardonix","noun","sardonyks"
3,"Sardus","proper_noun","Sardus"
1,"Sareptha","proper_noun","Sarepta"
1,"sarmentum","noun","kvas"
1,"Sarona","proper_noun","Saron"
2,"Sarra","proper_noun","Sarra"
3,"sata","noun","sædemarker"
1,"satago","verb","har travlt"
34,"Satanas","proper_noun","Stan"
2,"satio","verb","mætter"
3,"satis","adverb","nok"
2,"satisfacio","verb","tilfredsstiller"
2,"satum","noun","mål"
1,"saturitas","noun","mæthed"
15,"saturo","verb","mætter"
1,"Saul","proper_noun","Saul"
23,"Saulus","proper_noun","Saul"
1,"saxum","noun","klippe"
6,"scabillum","noun","lille skammel"
29,"scandalizo","verb","skandaliserer"
13,"scandalum","noun","frafald"
2,"scapha","noun","båd; jolle"
12,"Scarioth","proper_noun","Iskariot"
1,"scenofactorius","adjective","teltmager"
1,"scenopegia","noun","løvhyttefesten"
1,"Sceva","proper_noun","Sceva"
3,"schisma","noun","adskillelse"
24,"scientia","noun","viden"
9,"scindo","verb","sønderriver"
245,"scio","verb","ved"
1,"sciscitor","verb","udspørger"
3,"scissura","noun","hul"
1,"scola","noun","skole"
2,"scopa","noun","fejekost"
4,"scorpio","noun","skorpion"
1,"scorpios","noun","skorpion"
61,"scriba","noun","skriver"
181,"scribo","verb","skriver"
42,"scriptura","noun","skrift"
6,"scrutor","verb","ransager"
1,"sculptura","noun","skulptur"
1,"scutum","noun","skjold"
306,"se","personal_reflexive_pronoun","sig"
10,"secedo","verb","går til side"
2,"secessus","noun","tilbagetrukkenhed"
4,"secreto","adverb","afsondret"
6,"secta","noun","grundsætning"
2,"secto","verb","skærer"
7,"sector","verb","skærer"
5,"secundo","adverb","for det andet"
1,"secundoprimus","adjective","første dag"
166,"secundum","preposition","i følge"
24,"secundus","ordinal_numeral","2.; anden"
1,"Secundus","proper_noun","Secundus 	"
2,"securis","noun","økse"
1,"securitas","noun","sikkerhed"
1,"securus","adjective","ubekymret"
22,"secus","preposition","køn"
556,"sed","conjunction","men"
138,"sedeo","verb","sidder"
21,"sedes","noun","sæde"
1,"sedile","noun","sæde"
10,"seditio","noun","tvist"
1,"seditiosus","adjective","oprørsk"
3,"sedo","verb","dæmper"
26,"seduco","verb","fører til side"
1,"seductio","noun","tilsideføren"
3,"seductor","noun","bedrager"
5,"segrego","verb","adskiller"
1,"Seleucia","proper_noun","Seleukia"
1,"Sem","proper_noun","Sem 	"
1,"Semei","proper_noun","Shim'i"
6,"semel","adverb","en gang"
43,"semen","noun","frø"
1,"sementis","noun","udsæd"
1,"semicintium","noun","bælte"
1,"seminiverbius","adjective","sludrehoved"
48,"semino","verb","avler"
3,"semita","noun","sti"
1,"semivivus","adjective","halvlevende"
49,"semper","adverb","altid"
3,"sempiternus","adjective","evig"
1,"senecta","noun","alderdom"
1,"senesco","verb","bliver gammel"
56,"senex","adjective","gammel"
3,"senex","noun","gammel mand"
1,"seni","adjective","6 gange"
20,"sensus","noun","følelse"
2,"sententia","noun","mening"
11,"sentio","verb","føler"
2,"separatim","adverb","særskilt"
1,"separatio","noun","adskillelse"
11,"separo","verb","deler"
12,"sepelio","verb","begraver"
85,"septem","cardinal_numeral","7; syv"
5,"septiens","adverb","7 gange"
8,"septimus","ordinal_numeral","7.; syvende"
1,"septuagiens","adverb","70 gange"
3,"septuaginta","cardinal_numeral","70"
2,"septuaginta duo","cardinal_numeral","72."
10,"sepulcrum","noun","grav"
3,"sepultura","noun","begravelse"
14,"sequens","adjective","følgende"
99,"sequor","verb","følger"
1,"serenus","adjective","klar; rolig; skyfri"
1,"Sergius","proper_noun","Sergius"
1,"sericum","noun","silke"
92,"sermo","noun","samtale"
8,"sero","adverb","sent"
1,"sero","verb","knytter"
15,"serpens","noun","slange"
1,"serpo","verb","kryber "
1,"Seruch","proper_noun","Serug"
42,"servio","verb","tjener"
11,"servitus","noun","slaveri"
44,"servo","verb","tjener"
120,"servus","noun","slave"
1,"sescenti sexaginta sex","cardinal_numeral","666"
1,"Seth","proper_noun","Set"
2,"severitas","noun","strenghed"
10,"sex","cardinal_numeral","6; seks"
1,"sexage(n)simus","ordinal_numeral","60."
4,"sexaginta","cardinal_numeral","60"
14,"sextus","ordinal_numeral","6.; den sjette"
6,"si","interrogative_adverb","om"
565,"si","subjunction","hvis"
119,"sic","adverb","således"
2,"sicco","verb","tørrer"
1,"sicera","noun","gift"
170,"sicut","adverb","således"
163,"sicut","relative_adverb","ligesom"
11,"Sidon","proper_noun","Sidon"
1,"Sidonii","noun","indbyggere fra Sidon"
3,"sidus","noun","stjerne"
7,"sigillum","noun","lille billede"
7,"signaculum","noun","segl"
7,"significo","verb","betegner"
15,"signo","verb","betegner"
79,"signum","noun","tegn"
12,"Silas","proper_noun","Silas"
8,"silentium","noun","stilhed"
1,"sileo","verb","er stille"
1,"siliqua","noun","skal"
3,"Siloam","proper_noun","Siloam"
1,"silva","noun","skov"
3,"Silvanus","proper_noun","Silvanus"
2,"silvestris","adjective","skov-; vild"
1,"simila","noun","flormel"
59,"similis","adjective","lig; lignende"
40,"similiter","adverb","på lignende måde"
14,"similitudo","noun","lighed"
75,"Simon","proper_noun","Simon"
5,"simplex","adjective","enkelt"
8,"simplicitas","noun","enkelthed"
34,"simul","adverb","samtidigt"
7,"simulacrum","noun","billede"
3,"simulatio","noun","hykleri"
2,"simulo","verb","foregiver"
3,"sin","adverb","men hvis"
4,"Sina","proper_noun","Sina"
5,"sinapi","noun","sennep"
1,"sincere","adverb","ægtet"
3,"sinceritas","noun","ægthed"
2,"sincerus","adjective","ægte"
6,"sindon","noun","lagen"
88,"sine","preposition","uden"
1,"singillatim","adverb","enkeltvis"
1,"singularis","adjective","enkelt"
27,"singulus","adjective","en enkelt"
7,"sinister","adjective","venstre"
6,"sinistra","noun","venstre"
27,"sino","verb","stopper"
6,"sinus","noun","bugt"
5,"Sion","proper_noun","Sion"
1,"siquidem","adverb","hvis ellers"
6,"siquidem","subjunction","hvis ellers"
1,"sisto","verb","stiller"
16,"sitio","verb","tørster"
1,"sitis","noun","trøst"
42,"sive","conjunction","eller"
1,"smaragdinus","adjective","smaragd"
2,"Smyrna","proper_noun","Smyrna"
2,"sobrietas","noun","ædruelighed"
4,"sobrius","adjective","ædru"
2,"socer","noun","svigerfader"
4,"societas","noun","fællesskab"
9,"socius","noun","ven"
5,"socrus","noun","svigermoder"
8,"Sodoma","proper_noun","Sodoma"
31,"sol","noun","sol"
3,"solacium","noun","trøst"
1,"soleo","verb","plejer"
4,"solitudo","noun","mennesketomhed"
2,"sollemnis","adjective","hellig"
2,"sollicite","adverb","urolig"
1,"sollicito","verb","ryster"
14,"sollicitudo","noun","bekymring"
17,"sollicitus","adjective","urolig"
22,"solum","adverb","kun"
42,"solus","adjective","alene"
1,"solutio","noun","løsning"
43,"solvo","verb","løsner"
1,"somnio","verb","drømmer"
1,"somnium","noun","drøm"
11,"somnus","noun","søvn"
2,"sonitus","noun","lyd; larm"
1,"sono","verb","lyder; toner"
2,"sonus","noun","lyd"
1,"Sopater","proper_noun","Sopatros"
1,"sordes","noun","snavs"
1,"sordesco","verb","bliver snavset"
22,"soror","noun","søster"
12,"sors","noun","skæbne"
9,"s(e)orsum","adverb","afsondret; særskilt"
2,"sortior","verb","kaster lod"
1,"Sosipater","proper_noun","Sosipatros"
2,"Sosthenes","proper_noun","Sosthenes"
3,"spargo","verb","strør"
1,"spatiosus","adjective","rummelig"
3,"spatium","noun","rum"
5,"species","noun","syn"
4,"speciosus","adjective","skøn"
2,"spectaculum","noun","skuespil"
1,"speculator","noun","spejder"
1,"speculor","verb","udspejder"
1,"speculum","noun","spejl"
5,"spelunca","noun","hule; grotte"
15,"sperno","verb","foragter"
27,"spero","verb","håber"
41,"spes","noun","håb"
5,"spica","noun","aks"
1,"spicatus","adjective","af aks"
13,"spina","noun","torn"
2,"spineus","adjective","af torn"
21,"spiritalis","adjective","åndelig"
2,"spiritaliter","adverb","åndeligt"
331,"spiritus","noun","ånd"
1,"spiro","verb","puster"
2,"splendeo","verb","stråler"
1,"splendesco","verb","bliver glinsende"
1,"splendide","adverb","strålet"
2,"splendidus","adjective","strålende"
2,"splendor","noun","glans"
1,"spolium","noun","skind"
1,"spondeo","verb","forpligtiger"
3,"spongia","noun","svamp"
6,"sponsa","noun","forlovet pige"
1,"sponsor","noun","kautionist"
18,"sponsus","noun","forlovet mand"
6,"sporta","noun","flettet kurv"
1,"spuma","noun","skum"
2,"spumo","verb","skummer"
1,"spurcitia","noun","urenhed"
1,"sputum","noun","spyt"
1,"squama","noun","skæl"
3,"stabilis","adjective","urokkelig"
1,"stabularius","noun","staldmester"
1,"stabulum","noun","stald"
1,"Stachys","proper_noun","Stakys"
6,"stadium","noun","længdemål"
11,"stagnum","noun","sø"
1,"stater","noun","statér"
1,"statera","noun","vægt"
49,"statim","adverb","straks"
27,"statuo","verb","stiller"
3,"statura","noun","vækst"
24,"stella","noun","stjerne"
3,"Stephanas","proper_noun","Stefanas "
7,"Stephanus","proper_noun","Stefanus"
2,"stercus","noun","møg"
4,"sterilis","adjective","ufrugtbar"
6,"sterno","verb","strør"
1,"sterquilinium","noun","gødning"
1,"stigma","noun","brændemærke"
4,"stimulus","noun","pigkæp"
4,"stipendium","noun","tribut"
1,"stipula","noun","strå"
142,"sto","verb","står"
1,"stoicus","adjective","stoisk"
9,"stola","noun","kjole"
1,"stratum","noun","tæppe"
2,"strideo","verb","piber"
7,"stridor","noun","hvislen"
1,"stringo","verb","sammensnører"
2,"structura","noun","bygning"
1,"studeo","verb","stræber efter"
6,"stultitia","noun","dumhed"
13,"stultus","adjective","dum"
2,"stupefacio","verb","berøver"
13,"stupeo","verb","forbavser"
5,"stupor","noun","bedøvelse"
11,"suadeo","verb","sveder"
1,"suavis","adjective","sød"
3,"suavitas","noun","behagelighed"
58,"sub","preposition","under"
9,"subditus","adjective","stiller under"
2,"subdo","verb","sætter under"
1,"subdolus","adjective","snu; listig"
1,"subduco","verb","fører op"
1,"subeo","verb","går under"
16,"subicio","verb","kaster under"
5,"subiectus","adjective","beliggende under"
1,"subintro","verb","går indunder"
1,"subintroduco","verb","lister ind"
2,"subintroeo","verb","lister ind"
6,"subito","adverb","pludseligt"
1,"subiugale","noun","trækdyr"
2,"sublevo","verb","løfter"
1,"sublime","adverb","op i luften"
4,"sublimitas","noun","højde"
1,"sublimus","adjective","høj"
1,"subministratio","noun","hjælp"
1,"subministro","verb","hjælper"
8,"submitto","verb","kaster under"
1,"subnavigo","verb","sejler under"
2,"subsequor","verb","efterfølger"
9,"substantia","noun","substans"
1,"substerno","verb","strør"
1,"subterfugio","verb","undgår"
1,"subtilitas","noun","finhed"
3,"subtraho","verb","drager bort"
3,"subtus","preposition","under"
5,"subverto","verb","omstyrter"
1,"succendo","verb","antænder"
1,"successor","noun","afløser; efterfølger"
2,"succido","verb","falder ned"
2,"succingo","verb","trækker op"
1,"succlamo","verb","tilråber"
4,"sudarium","noun","svededug"
1,"sudor","noun","sved"
5,"suffero","verb","udholder"
2,"sufficientia","noun","bringer ind under"
10,"sufficio","verb","sætter under"
11,"suffoco","verb","kvæler"
1,"suffodio","verb","undergraver"
1,"suggero","verb","lægger under"
1,"suggillo","verb","forhåner"
1,"sugo","verb","suger"
